Id,Title,Description,Created At,Updated At,Extra,Image Uid,Answered At,Arashi,Category,Likes Count,Answers Count
15561,疲れてしまった時、どうすればいいでしょうか,"はじめまして。

心がなんだか疲れてしまい、気力が沸かないとき、何か元気のでる方法は無いでしょうか。",2017-01-30 16:31:47 +0900,2017-05-27 00:17:14 +0900,,,2017-01-30 20:17:00 +0900,false,,8,1
15560,苦手です,"
長男のところに嫁ぎ、義実家にはおばあちゃんが一人で住んでます。長年、一人で生活してきたので考え方や１日の行動なども決まっています。この度、隣の家に引っ越すんですが、その間、義実家にお世話になっています。
前からちょっとクセがあるなと思っていたんですが、ちょこちょこ合わないなと思うことがあります。
まず、健康志向なのでお菓子を食べたりしたら怒ります。赤ちゃんがいるので暖房をつけると伝えていましたが、やはりいつもはつけないので機嫌が悪いです。
天気が悪く洗濯物が乾かないだけでイライラしています。
他にも自分のペースが乱れると機嫌が悪くなります。
昨日、旦那もイライラしたみたいでケンカしていました。
これから先もうまくやっていく自信がありません。",2017-01-30 16:28:44 +0900,2017-01-31 11:53:20 +0900,,,2017-01-30 17:29:27 +0900,false,家族親族,6,1
15559,夫の薄毛　（深刻な悩み）,"夫なのですが、薄毛を大変気にしています。

加齢と遺伝なので、致し方ないと妻の私は思います。

夫が鏡の前で毎日３０分もごちゃごちゃ髪をいじっていたり、養毛剤を買ったり、髪に良い食事をリクエストしてきたり、髪にNGな揚げ物とかは禁止令がでたり、特別なシャンプーを買ったり。

なんで髪ごときにこの人はこんなに振り回されているのだろうかと。

特に、髪にいいメニュー作りは私にも労力がかかり、いい加減にして欲しいと思います。

もう５０過ぎているので、別にそれほど容姿に気にしなくていいのではと？　

女の私には気持ちがわかりません。

挙句の果てには「毛根　移植　手術」を考えているとのこと。

それって無駄使いじゃないのと？

スキンヘッドは嫌だそうです。

「スキンヘッドにすればいいじゃん」とアドバイスしたら、ものすごい勢いでキレました。

スキンヘッドのなにが悪いのかわかりません。

私は、スキンヘッドはオシャレだと思います。

大金かけて手術を考えている夫。

PCの履歴にたくさん、薄毛専門クリニックの履歴がありました。

どうやったら、手術を止められるのでしょうか。

最近、姑が亡くなったのですが、相続したお金を手術に使うような発言がありました。

衝撃でした。まだ喪が明けてないのに。

髪の移植手術は、効果あるのか、定かではなく、そんなもんにカネ使うぐらいなら老後のために貯金してほしいのが妻としての思いです。

７０代、８０代になって老後資金でお金がいるようになるのに決まっています。

老後破産より髪のほうが夫には深刻みたいです。



自分も更年期前なので、髪が薄くなってきましたが、ウィッグとか、本当に薄くなったら全部剃ってスキンヘッド女子でも別にいいんではと特に自分の髪に対する執着はありません。

もうオバサンなので、女性用ウィッグか剃髪してバンダナでいいんじゃないと思っています。そのほうがオシャレです。

夫の髪に執着する心は異常です。今日も、ぐちゃぐちゃいじっていました。養毛剤も沢山使ってました。

わかりません。





",2017-01-30 15:14:05 +0900,2017-08-07 21:34:11 +0900,,,2017-01-30 22:20:53 +0900,false,その他,8,2
15558,化粧について,"男性が言う

「若いんだから化粧なんかしなくて良い、肌がきれいなんだから」
というのは

どういう意味でしょうか？

本当に化粧をしなくても良いのでしょうか？

それとも建前なのでしょうか？",2017-01-30 14:58:08 +0900,2017-08-07 21:34:13 +0900,,,2017-01-30 22:02:57 +0900,false,その他,14,2
15557,嫌いな人の話を受け止めるには？,"はじめまして、よろしくお願いします。

上司の言葉を受け入れられません。
きちんと受け止められるようになるには、どうしたらいいでしょうか。

この上司、人のあらを探して毎日何か言いたい人のようで、その内容が仕事のことだけならまだしも、私のセクシャリティ(セクマイかもしれないと自分で思っています)に関わることであったり、私の家庭の金銭や買い物など、とにかく目についた指摘事項を言っていいことと悪いことの判断もせずに口から出てしまうタイプのようです。そういう人もいるのだろうなということで今までやり過ごしてきました。
ただ、そんなやり取りを3～4年繰り返してきて、好きか嫌いか考えたら、圧倒的に嫌いに傾いてしまう自分がいます。

これが毎日毎日ですので、いちいち腹を立てていたら自分の体も気持ちもまいってしまいました。
そして考えれば考えるほど、あんなこともこんなこともあったとなり、小さな1回の怒りが積み重なった時のほうがのボルテージが上がってしまいます。

そんな悪循環を繰り返さないようになるべく抑えてはいるのですが、口を開けば何か言う人のことですので、何を言われても腹が立つようになってしまいました。それこそポジティブな話であっても、わざと頭の中で皮肉に変換するようになってきています。
長々と書いてしまいましたが、要するにもう上司が何を言っても受け入れられなくなってしまいました、ということです…。

ただ、これは仕事。ちゃんと毎日お勤めしている以上は上司の話も聞かなければと頭では分かっているのですが、わかっていて一生懸命聞こうとすると腹が立つの繰り返しで、いっそロボのように命令だけ聞く体になれないかと思っています。

重要そうな話を一通り聞くこともでき、何を言われても鉄の心で受け止めて決して怒らない人間になるには、どうしたらいいのでしょうか…。

なんとなく、昔住んでいたところの近くにあったお寺で遊んでいるときに、そこの住職さんが、何かを怒っている近所の人の話をうんうんと穏やかに聞いていて、お坊さんが腹が立つときはあるのだろうか…と考えたことを思い出して書き込んでいます。

最近は上司が見えないところで私が蹴り上げているプレハブの壁が無残な姿になり始めました…笑

どうかお答えいただけましたら幸いです。",2017-01-30 13:50:06 +0900,2017-04-18 19:51:11 +0900,,,2017-01-30 15:03:46 +0900,false,怒りを抑える,12,1
15556,食べることが抑えられない,"大学生の時にとある挫折を経験して以来、食べることが抑えられなくなりました。

学生時代から比較して10キロ増えています。

朝～仕事をしている間は大丈夫なのですが夕食の後からお菓子を食べることが我慢できません。食べても満たされません。

気にして食べることを抑えていても3日すれば元に戻ってしまいます。

食欲を抑える、紛らわす方法があれば、ご教授ください。",2017-01-30 13:29:40 +0900,2017-02-21 01:20:21 +0900,,,2017-01-30 17:05:32 +0900,false,,10,1
15555,親子関係,"一昨年、父が亡くなり70台の母も荷が降り、これからが私の人生！と毎日趣味を楽しんでいます。今まで、生活の面倒を見る代わりに、孫の面倒を見てもらったりと甘えてしまい、親の自由を奪ってしまっていたことを申し訳なく思っています。

最近、母の様子が変わりました。趣味のパチンコで知り合った60台男性とお付き合いを始めたのです。彼も奥さんとは死別してるそうなので問題ないと思っています。楽しく話してくれる母をみて、女はいくつになっても女なんだな、と微笑ましく思いました。

しかし、孫の学校行事に彼を連れて来たことがあり、私は怒れてしまいました。子ども達は母に彼がいることを知りませんでした。

最近彼の娘さんの結婚が決まり、娘さん夫婦が家に入ることになったので、同居は無理だからアパートを借りることにしたそうです。母は「一緒に住もうと言われている」と言いました。

母に彼ができたことはいいんです、母の人生だから。しかし今の生活を捨ててまでのめり込むのはどうなのか？と思うんです。子ども達は、母のことが大好きです。でも母は言いました。「面倒見てくれると言ってくれた。すごくお金を持っている人だから」と。

彼の家族が母の存在を知っているかは分かりません。自分達だけで事を進めて、後で揉めるのではないかと嫌な予感がしてなりません。

母はバツイチ、父違いの姉兄がいます。兄に相談しても、「俺は一緒に生活してないから知らない、ガキじゃないんだからほかっておけ」と逆ギレて言われてしまいます。

籍を入れるつもりはないそうなので、もし母に何かあった時に責任は私の所にくるはずです。母に聞きました。もし何かあって、何ともならなくなった時にどうするの？答えは「自分で何とかする」。目先の事しか考えていない母に呆れました。母の行動・言動に腹が立ち、苛立ちます。

今まで家族が集まる時はいくらでもあり、話すタイミングもあったはずなのに、自分では何の説明もしません。その理由を、私が取り合ってくれないから、と言います。

母に何かあった時、最期の時は見なくてはいけないのか？どこの墓に入るつもりなのか？彼の家族は、急に現れた知らない女の面倒を父親が見る事を許すのだろうか？

私から話を聞いている主人は、精々茶飲み友達でいてくれたらよかったのにな、と話しています。

全部私のエゴで、心配しすぎなだけでしょうか？",2017-01-30 13:25:23 +0900,2017-04-14 16:19:09 +0900,,,2017-01-31 00:19:12 +0900,false,,18,2
15554,部落差別について,"結婚を前提にお付き合いしている恋人がいます。彼の実家には月に何度か顔を出しています。


彼の父親は部落差別をする人です。


彼と将来のことについて話をしていた時に「俺の親父は部落とかうるさい人だよ。」と言われました。私は部落差別について知りませんでした。
そのように言われて調べて初めて私は部落差別について知りました。学生時代に道徳の時間に習ったようでしたが覚えていませんでした。


自分でも調べましたがそのような制度はとうに廃止されており、戸籍に載るわけでもなく確認するすべはないようだったので勇気を出して母親に聞きました。
結果、「あなたの父親は同和地区の出身だよ。そんな理不尽な差別バカらしいと思っていたし、そんな差別を今どきする人なんていないし知る必要もないことだと思っていたのであなたには特にその話はしていなかった。お母さんが同和地区の人と結婚したせいで…あなたにはまたつらい思いをさせてしまったね。ごめんなさい。」と言われました。


なぜ母が謝る必要があるのでしょうか？同和地区に嫁いだというだけで何か母は悪いことをしましたか？部落の人は全員生きているだけで悪く言われる必要があるのですか？
私の両親は15年ほど前に離婚しており母は女手ひとつで一生懸命私と妹を育ててくれました。そんな母にそんなことを言わせてしまい、私はとても悲しく、悔しい気持ちでいっぱいです。


恋人には「親父には同和地区のことは隠しておこう。波風たたせないほうがいい。」と言われました。
私は何も悪いことをしていないのに出生の秘密や育ってきた環境を胸を張って話すことができません。彼の家に嫁ぐならそういうことになると解釈しています。

結婚するなら実家に入ってくれ。彼の父親はそう言っています。

私はこんな気持ちで彼の父親とこれからの同居していく自信がありません。

家族になっても心の中では「お義父さんはいわれない差別をする人なんだ。」という気持ちはぬぐえないと思います。

恋人はとても良い人です。この人なら信頼できると思っています。恋人の母親もとても心優しい人で、部落差別なんてひどい話だといって理解してくれています。

恋人の父親には同和地区出身であることを隠して生きるべきでしょうか？
また、私は自分の気持ちをどう整理したらいいのでしょうか？

最後までお読みいただきありがとうございます。",2017-01-30 12:40:37 +0900,2017-07-22 00:54:15 +0900,,,2017-01-31 12:39:40 +0900,false,家族親族,36,3
15553,退職する予定の職場でできたご縁について,"いつも有難いお話を拝読させていただいております

今回、自分では冷静に考えることができなくなりご指導をいただきたく書き込ませていただきます。どうぞ宜しくお願い申し上げます

4年前から現在の職場で働いております。このたび、職場の事情で3月に退職（いわゆるリストラです）することになってしまいました。私は30代のときに婚約者とのひどい別れ方をしてから女性不信があり、これまで必要以上に女性の方と親しくすることを避けてきましたが、現在の職場でとても気になる40代の女性の方（部署が違いますが管理職をされている優秀な独身の方です）が居ます。日常的に少し会話をする程度で特別親しい訳ではなく、相手の方も私に興味などは持っていないことは判っていますが、気が付くとその方のことを考えている自分が居たりします

間もなく退職する身ですし、このまま自分の気持ちの中だけに納めて静かに消えて行くことが一番なのだとは思うのですが、どこかで「気持ちぐらいは伝えてもいいんじゃないか」とか「これも滅多に無いひとつのご縁なのだから、せめて連絡先だけでも交換できないものだろうか」・・・と蠢く煩悩の声を感じることがあります

いい齢をして本当に弱く、みっともないなぁと思うのですが、こんな私の進むべき道を教え、喝を入れていただければ幸いです。重ねてどうぞ宜しくお願い申し上げます

煩悩まみれの海猫拝

",2017-01-30 12:09:18 +0900,2017-08-07 21:34:16 +0900,,,2017-01-30 21:42:56 +0900,false,学校・職場関係,3,1
15552,人生をやり直す勇気がありません,"お世話になります。

20代前半の頃から、6年以上追いかけてきた夢に、限界を感じ、諦めようかと悩んでいます。
最初の頃は、将来に希望も持てたし頑張る自分が大好きでした。
でも、今となってはうまく頑張れない自分が嫌いだし、生きる気力すらなくなり、夢を叶えるどころではありません。
友達もいなくなりましたし、生活苦で借金もしました。それでも夢が叶うなら、と頑張ってきましたが、もう精神的にきついです。

そんな思いを感じ始めて1年ほど、たまーにある達成感に励まされてずるずるとまだ続けてる状態ですが、やはりもうこのままではいけないと思うのです。
年齢もいつのまにか30手前、一緒に夢を追う相方もいますが、相方は私よりもさらに年上で普通に就職していたらもう役職についていてもおかしくない年頃。
家族のこともあります。経済的にも何度も援助してもらって、何度も何度も迷惑をかけた分頑張ろうと思いましたが、このままいろいろな人に迷惑をかけ続け、泥沼にはまるくらいならもうここで諦めたほうがいいと思うんです。もはや既に泥沼ですが…

それから、諦めることへ踏み出せないのはほかにもいろいろ理由があります。
今までバイトや派遣社員しかやってきていないので、この年で正規雇用を目指して就活するなんて…という嫌さとか…。クズですみません…。
また、先程も触れた借金のことです。家族には秘密にしてあり、夢を諦めるなら、借金のこともいい加減話さなければいけないと思います。
私は小学生のときに父親を病気で亡くしているので、家族は母ときょうだいだけです。母は父が亡くなったとき、本当につらそうにしていたのを知っているので、やっとの思いで子どもを成人するまで育てたと思ったら今度はその子ども借金が発覚するなんて…母の気持ちを考えたらとてもじゃありませんが告白できそうにありません…。とんだ親不孝者です。

要するに、悪者になる覚悟が決まらないのです。
相方や家族を裏切る覚悟が。
死のうとも思い詰めましたが死ねませんでした。生きる気力ないのに死ぬ勇気もないのはなんだか不思議ですよね。
でも自殺するくらいだったら、大人しく自分の過ちを受け入れて、もう夢とかどうとか言わずに、まっとうに人生をやり直したほうがいいかなって思うんです…。

悪者になったうえでそれを反省し、人生をやり直す勇気をいただけないでしょうか。",2017-01-30 12:03:08 +0900,2017-02-03 08:50:18 +0900,,,2017-01-30 15:58:20 +0900,false,心構え・生きる智慧,10,1
15551,三男の行動,昨年再婚相手の末の息子が入籍してしまいました。21歳、相手はヤクザの娘さんと出来ちゃった入籍、家族で反対したけど、結局こちらサイドには別れるといいつつ、どうしても結婚したいなら名字を彼女の方にしてもらう事に約束していたのに勝手にうちの方の姓を名乗る形で入籍してました。住所も知られないようにしているみたいで、ほおっておくしかないのだろうけど、主人の連れ子の娘も私の連れ子の娘もまだ結婚しておらず、後々弊害になるのではないかと心配です。主人と離婚して娘や昨年お医者さんの娘さんと結婚した自分の息子を守る方を選ぶ方が良いのかも考えましたが、やはり主人の子供達も自分の子供同様可愛いと思うので悲しませたくなく、とても苦しいです。末の息子をいないものとして今は前を向いていますが、私の選択は良いのでしょうか？教えてもらえませんでしょうか！,2017-01-30 11:27:32 +0900,2017-02-01 09:45:14 +0900,,,2017-01-31 17:52:13 +0900,false,心構え・生きる智慧,4,1
15550,どういう意味でしょうか？,"昨夜、色々な夢を見ました。その中でお坊さんがでてきたのですが、一言、苦しみなさい、と言われました…何か意味があるのでしょうか。
",2017-01-30 10:55:33 +0900,2017-01-30 20:43:57 +0900,,,2017-01-30 11:15:28 +0900,false,その他,8,1
15549,好きな作品との向き合い方を教えてください,"とあるゲームで、大好きなシリーズ作品があるのですがその作品が新作を発表したり活動をするととてもしんどくなることがあります。

15年以上好きな作品で、何時間も何周も繰り返しプレイするほど愛していたのですが自分が社会人になった頃からその作品の新作の作風が自分の好みから少しずつ外れるようになってきました。
それでも新作が出る度に購入し、ひととおりクリアをしました。

SNSもその作品をきっかけにたくさんの方と交流しているのですが作品が活動する度に見かける楽しそうな書きこみや、公式からの発表を見ると何故かしんどくなります。焦りや不安に近い気持ちになります。

たかがゲームのことですが自分が長い間好きだったものですので他のことをしているときも時々ふとつらくなります。苦しくなるときもあります。それでもその作品のことはこれからも応援していきたいです。

こういう時の気持ちの持ち方や受け止め方を教えてください。
",2017-01-30 10:49:38 +0900,2017-03-22 01:29:45 +0900,,,2017-01-31 01:37:55 +0900,false,その他,17,3
15548,婚家の宗派に入りたくない,"(こちらの質問は編集部により一部編集しています）

婚家の宗教に、一度はなじもうとサイトを開いてみた。

しかし禁忌項目についていけません。般若心経はダメとのことですが私は

小学３年から読んできているお経。神棚もダメともことですがしっかりありま

す。小学３年から敬神崇祖の教えを基本に生きてきましたが、神も祖先も

大事にしたい。他にも禁忌項目があるけどついていけず寝込んでしまいました。

主人に改宗を依頼してもいいでしょうか。お寺参りも趣味で主人が定年に

なればいろいろ廻りたいですがそれもダメなようです・・・。実家は曹洞宗です。",2017-01-30 09:57:00 +0900,2017-03-02 23:24:27 +0900,"婚家は浄土真宗なので、一度はなじもうとサイトを開いてみた。

しかし禁忌項目についていけません。般若心経はダメとのことですが私は

小学３年から読んできているお経。神棚もダメともことですがしっかりありま

す。小学３年から解脱会で学んでおり、敬神崇祖の教えを基本に生きてきま

したが、神も祖先も大事にしたい。他にも禁忌項目があるけどついていけず

寝込んでしまいました。主人に改宗を依頼してもいいでしょうか。お寺参りも

趣味で主人が定年になればいろいろ廻りたいですがそれもダメなようで

す・・・。実家は曹洞宗です。",,2017-01-30 16:53:25 +0900,false,仏教,18,3
